time_delta,soc_delta,soh,average_altitude,ground_speed,activity,average_power,id,unique_data_identifier,temperature,visibility,wind_speed
0.0,0.0,86,0.77,0.0,climb,48.54,4994,335,44.6,9.0,9
0.02,0.0,86,-0.07,0.0,takeoff,63.1,4994,336,44.6,9.0,9
0.0,0.0,86,-30.75,0.0,climb,47.97,4994,337,44.6,9.0,9
0.7,2.5,86,102.41,0.0,takeoff,58.42,4994,338,44.6,9.0,9
12.74,31.0,86,64.29,0.0,climb,28.24,4994,339,46.4,9.0,9
17.68,5.0,86,130.69,50.82,takeoff,56.46,4987,340,53.6,9.0,8
0.98,4.0,86,193.52,76.48,climb,46.77,4987,341,53.6,9.0,8
1.94,4.0,86,-23.08,83.15,cruise,18.16,4987,342,53.6,9.0,8
0.08,0.0,86,-8.2,69.58,landing,0.0,4987,343,53.6,9.0,8
0.04,0.0,86,-3.93,63.95,cruise,0.0,4987,344,53.6,9.0,8
0.0,0.0,86,0.0,63.35,landing,0.0,4987,345,53.6,9.0,8
0.0,0.0,86,0.0,63.19,cruise,0.0,4987,346,53.6,9.0,8
1.8,0.5,86,-287.98,54.69,landing,0.0,4987,347,53.6,9.0,8
9.8,4.0,86,119.27,43.96,takeoff,58.54,4983,348,51.8,9.0,11
1.86,7.0,86,364.6,62.22,climb,46.57,4983,349,51.8,9.0,11
17.0,31.21,86,-159.8,79.9,cruise,20.75,4983,350,51.8,9.0,11
0.08,0.0,86,5.41,87.88,climb,32.49,4983,351,51.8,9.0,11
1.84,3.0,86,-13.14,89.12,cruise,19.61,4983,352,51.8,9.0,11
0.32,1.0,86,-28.47,81.7,descent,0.03,4983,353,51.8,9.0,11
2.76,0.0,86,-284.99,52.43,landing,0.08,4983,354,51.8,9.0,12
6.36,5.29,90,135.83,62.92,takeoff,49.75,4931,355,55.4,6.0,2
2.0,6.5,90,333.01,74.97,climb,40.95,4931,356,55.4,6.0,2
0.02,0.04,90,0.71,77.62,cruise,32.42,4931,357,55.4,6.0,2
0.14,0.0,90,27.49,78.5,climb,43.2,4931,358,55.4,6.0,2
20.92,36.0,90,-49.38,80.17,cruise,19.77,4931,359,55.4,6.0,2
0.88,0.5,90,-132.37,75.66,descent,1.85,4931,360,55.4,6.0,2
1.04,0.5,90,-77.08,75.62,cruise,8.3,4931,361,55.4,6.0,2
3.44,1.0,90,-240.06,53.81,landing,2.36,4931,362,60.8,9.0,5
7.44,3.0,92,127.82,45.66,takeoff,55.65,4917,363,57.2,9.0,5
2.36,8.79,92,441.26,56.62,climb,44.98,4917,364,57.2,9.0,5
0.08,0.0,92,35.66,53.19,cruise,21.81,4917,365,57.2,9.0,5
0.98,3.5,92,130.19,48.63,climb,43.62,4917,366,57.2,9.0,5
12.14,24.0,92,-37.0,79.08,cruise,23.17,4917,367,57.2,9.0,5
0.22,0.38,92,50.75,19.9,climb,30.75,4917,368,57.2,9.0,5
9.3,13.0,92,-469.51,78.46,cruise,16.43,4917,369,57.2,9.0,5
0.02,0.0,92,-1.72,55.71,descent,0.0,4917,370,57.2,9.0,5
0.04,0.04,92,-4.56,52.14,cruise,0.0,4917,371,57.2,9.0,5
0.0,0.0,92,0.0,47.2,landing,0.17,4917,372,57.2,9.0,5
0.0,0.0,92,0.0,46.15,cruise,0.0,4917,373,57.2,9.0,5
2.82,1.0,92,-276.4,49.48,landing,5.19,4917,374,57.2,9.0,5
0.64,2.0,92,120.28,58.79,takeoff,47.88,4917,375,57.2,9.0,5
1.14,4.88,92,191.11,57.5,climb,42.77,4917,376,57.2,9.0,5
0.94,2.0,92,38.61,69.37,cruise,25.41,4917,377,57.2,9.0,5
0.6,1.0,92,-70.57,85.81,descent,0.11,4917,378,57.2,9.0,5
3.02,1.0,92,-281.71,48.98,landing,2.41,4917,379,57.2,9.0,5
0.02,0.04,92,-65.85,2.48,climb,53.95,4910,380,53.6,9.0,6
1.1,4.0,92,145.93,62.02,takeoff,50.22,4910,381,53.6,9.0,6
0.74,3.0,92,164.61,62.1,climb,42.82,4910,382,53.6,9.0,6
0.62,1.0,92,-47.81,79.3,cruise,10.31,4910,383,53.6,9.0,6
0.6,0.5,92,-102.93,104.91,landing,1.0,4910,384,53.6,9.0,6
0.02,0.0,92,0.12,100.49,cruise,11.71,4910,385,53.6,9.0,6
0.0,0.0,92,-0.25,99.38,landing,11.0,4910,386,53.6,9.0,6
0.0,0.0,92,0.28,98.47,cruise,11.5,4910,387,53.6,9.0,6
1.92,0.5,92,-163.94,61.37,landing,1.43,4910,388,53.6,9.0,8
8.34,1.0,93,2.42,7.07,climb,65.19,4908,389,59.0,9.0,8
0.16,1.0,93,24.74,41.2,takeoff,66.5,4908,390,59.0,9.0,8
1.36,4.38,93,252.89,59.21,climb,41.66,4908,391,59.0,9.0,8
4.0,7.0,93,51.47,80.3,cruise,19.97,4908,392,59.0,9.0,8
0.0,0.0,93,2.8,68.05,climb,31.98,4908,393,59.0,9.0,8
4.72,7.0,93,-185.62,80.2,cruise,17.35,4908,394,59.0,9.0,8
0.5,0.21,93,-87.26,53.4,landing,0.42,4908,395,59.0,9.0,8
1.24,3.5,93,248.51,58.08,climb,42.7,4908,396,59.0,9.0,8
7.3,12.88,93,-87.91,82.73,cruise,18.48,4908,397,59.0,9.0,8
0.0,0.0,93,-4.15,63.13,landing,0.12,4908,398,59.0,9.0,8
0.0,0.0,93,-4.05,62.8,cruise,0.0,4908,399,59.0,9.0,8
0.0,0.0,93,-2.0,62.07,landing,0.06,4908,400,59.0,9.0,8
0.02,0.0,93,-0.6,60.74,cruise,0.09,4908,401,59.0,9.0,8
1.86,0.0,93,-214.02,50.68,landing,1.05,4908,402,62.6,9.0,13
7.32,4.5,96,115.39,43.01,takeoff,54.42,4903,403,42.8,7.0,0
1.7,6.54,96,322.87,72.85,climb,47.97,4903,404,42.8,7.0,0
9.18,16.0,96,-184.53,81.05,cruise,20.01,4903,405,42.8,7.0,0
1.5,0.5,96,-236.49,58.7,landing,0.53,4903,406,42.8,7.0,0
0.64,1.5,96,107.13,67.69,takeoff,45.32,4903,407,42.8,7.0,0
1.22,5.0,96,220.88,71.3,climb,47.1,4903,408,42.8,7.0,0
1.22,4.0,96,100.23,77.67,cruise,28.97,4903,409,42.8,7.0,0
0.34,1.0,96,10.89,74.58,climb,39.14,4903,410,42.8,7.0,0
4.34,10.0,96,-42.15,88.68,cruise,26.25,4903,411,42.8,7.0,0
0.52,1.0,96,-101.29,91.75,descent,0.6,4903,412,42.8,7.0,0
0.42,0.0,96,-14.94,85.64,cruise,13.81,4903,413,42.8,7.0,0
0.3,0.0,96,-26.16,72.45,descent,0.01,4903,414,42.8,7.0,0
2.1,0.0,96,-275.75,64.14,landing,0.0,4903,415,42.8,7.0,0
11.1,2.0,96,305.28,2.84,pre-flight,2.3,4868,416,60.8,9.0,0
0.9,3.0,96,138.91,69.16,takeoff,54.64,4868,417,60.8,9.0,0
2.88,11.5,96,506.9,74.83,climb,47.38,4868,418,60.8,9.0,0
5.66,13.0,96,109.98,83.43,cruise,25.95,4868,419,60.8,9.0,0
1.18,1.71,96,-26.56,56.75,slow flight,13.4,4868,420,60.8,9.0,0
0.4,0.0,96,-56.49,55.32,power off stall,3.04,4868,421,60.8,9.0,0
0.32,1.0,96,38.84,70.48,climb,59.24,4868,422,60.8,9.0,0
1.86,5.0,96,35.65,82.89,cruise,27.79,4868,423,60.8,9.0,0
0.48,1.0,96,-8.09,62.53,steep turns,28.49,4868,424,60.8,9.0,0
6.28,7.0,96,-460.48,80.9,cruise,11.53,4868,425,60.8,9.0,0
2.98,1.0,96,-279.11,64.63,landing,4.99,4868,426,60.8,9.0,0
1.0,4.0,96,157.39,77.21,takeoff,52.4,4868,427,60.8,9.0,0
1.06,4.0,96,149.69,77.67,climb,44.12,4868,428,60.8,9.0,0
1.52,4.0,96,8.59,76.64,cruise,20.2,4868,429,60.8,9.0,0
0.02,0.0,96,-1.25,62.61,descent,0.0,4868,430,60.8,9.0,0
2.52,0.0,96,-313.38,61.76,landing,0.16,4868,431,60.8,9.0,0
3.86,1.0,96,-1.01,5.54,post-flight,1.67,4868,432,60.8,9.0,0
14.04,2.0,98,302.33,1.11,pre-flight,1.53,4842,433,51.8,9.0,2
0.82,2.5,98,130.25,60.26,takeoff,53.94,4842,434,51.8,9.0,2
1.12,4.5,98,187.54,63.43,climb,49.18,4842,435,51.8,9.0,2
1.14,1.5,98,-77.02,69.06,cruise,8.56,4842,436,51.8,9.0,2
1.74,0.5,98,-241.41,65.7,landing,0.2,4842,437,51.8,9.0,2
0.76,2.5,98,135.52,73.23,takeoff,56.93,4842,438,51.8,9.0,2
1.74,6.0,98,196.19,66.33,climb,39.79,4842,439,51.8,9.0,2
0.68,1.0,98,-37.68,69.2,cruise,10.65,4842,440,51.8,9.0,2
2.32,0.5,98,-293.65,69.83,landing,0.38,4842,441,51.8,9.0,2
1.02,3.12,98,141.12,79.57,takeoff,49.62,4842,442,51.8,9.0,2
1.2,4.12,98,183.67,67.41,climb,45.54,4842,443,51.8,9.0,2
1.42,2.54,98,-8.92,69.71,cruise,20.22,4842,444,51.8,9.0,2
2.06,0.5,98,-282.38,65.03,landing,0.62,4842,445,51.8,9.0,2
0.8,2.0,98,93.85,84.67,takeoff,44.07,4842,446,51.8,9.0,2
0.14,0.5,98,12.62,83.0,climb,37.09,4842,447,51.8,9.0,2
0.1,0.17,98,13.15,78.4,takeoff,46.29,4842,448,51.8,9.0,2
1.1,4.0,98,171.28,68.83,climb,42.66,4842,449,51.8,9.0,2
1.84,4.0,98,-3.23,69.36,cruise,20.96,4842,450,51.8,9.0,2
2.66,0.5,98,-326.85,64.02,landing,0.93,4842,451,51.8,9.0,2
0.86,2.5,98,150.01,69.57,takeoff,50.01,4842,452,51.8,9.0,2
1.22,4.54,98,181.62,64.38,climb,44.97,4842,453,51.8,9.0,2
1.08,3.0,98,-14.02,76.3,cruise,20.27,4842,454,51.8,9.0,2
2.44,0.0,98,-316.98,66.04,landing,0.16,4842,455,51.8,9.0,2
1.0,4.0,98,153.09,72.0,takeoff,47.75,4842,456,51.8,9.0,2
1.04,4.0,98,172.68,88.58,climb,49.3,4842,457,51.8,9.0,2
0.92,2.5,98,-12.32,80.7,cruise,18.63,4842,458,51.8,9.0,2
0.02,0.0,98,-0.11,74.11,descent,5.96,4842,459,51.8,9.0,2
3.78,2.0,98,-311.85,48.3,landing,5.02,4842,460,51.8,9.0,2
3.94,0.0,98,-0.53,5.4,post-flight,1.01,4842,461,53.6,9.0,2
6.54,3.96,98,126.32,51.2,takeoff,53.21,4845,462,51.8,9.0,2
1.12,4.5,98,190.99,63.26,climb,49.55,4845,463,51.8,9.0,2
0.76,1.5,98,-76.3,74.39,cruise,13.47,4845,464,51.8,9.0,2
1.72,0.5,98,-241.41,65.96,landing,0.2,4845,465,51.8,9.0,2
0.74,2.5,98,132.17,73.19,takeoff,57.35,4845,466,51.8,9.0,2
1.74,5.5,98,199.33,66.37,climb,39.91,4845,467,51.8,9.0,2
0.68,1.0,98,-38.28,69.58,cruise,11.51,4845,468,51.8,9.0,2
2.32,0.5,98,-292.4,70.05,landing,0.12,4845,469,51.8,9.0,2
1.02,3.0,98,137.98,78.91,takeoff,49.31,4845,470,51.8,9.0,2
1.2,4.38,98,186.06,67.56,climb,45.8,4845,471,51.8,9.0,2
1.42,2.88,98,-7.93,69.84,cruise,20.63,4845,472,51.8,9.0,2
2.06,0.96,98,-282.18,64.99,landing,0.4,4845,473,51.8,9.0,2
0.8,2.0,98,89.87,84.17,takeoff,43.82,4845,474,51.8,9.0,2
0.14,0.5,98,14.41,83.8,climb,35.68,4845,475,51.8,9.0,2
0.1,0.5,98,11.8,79.41,takeoff,45.97,4845,476,51.8,9.0,2
1.1,4.0,98,174.29,69.02,climb,43.05,4845,477,51.8,9.0,2
1.84,4.0,98,-3.07,69.26,cruise,21.22,4845,478,51.8,9.0,2
2.68,0.5,98,-327.37,64.09,landing,0.93,4845,479,51.8,9.0,2
0.86,2.5,98,150.01,69.57,takeoff,50.01,4845,480,51.8,9.0,2
1.22,4.54,98,181.62,64.38,climb,44.97,4845,481,51.8,9.0,2
1.08,3.0,98,-14.02,76.3,cruise,20.27,4845,482,51.8,9.0,2
2.44,0.0,98,-316.98,66.04,landing,0.16,4845,483,51.8,9.0,2
1.0,4.0,98,153.09,72.0,takeoff,47.75,4845,484,51.8,9.0,2
1.04,4.0,98,172.68,88.58,climb,49.3,4845,485,51.8,9.0,2
0.92,2.5,98,-12.32,80.7,cruise,18.63,4845,486,51.8,9.0,2
0.02,0.0,98,-0.11,74.11,descent,5.96,4845,487,51.8,9.0,2
3.78,2.0,98,-311.86,48.39,landing,5.03,4845,488,53.6,9.0,2
12.28,8.0,98,242.1,0.0,takeoff,17.81,4795,489,60.8,9.0,6
1.16,2.5,98,-3.37,0.0,climb,30.28,4795,490,60.8,9.0,6
0.48,0.62,98,-5.48,0.0,takeoff,17.8,4795,491,60.8,9.0,6
0.04,0.0,98,-5.32,0.0,climb,7.92,4795,492,60.8,9.0,6
4.1,4.5,98,-133.75,0.0,takeoff,24.82,4795,493,60.8,9.0,6
1.46,4.5,98,176.76,0.0,climb,38.37,4795,494,60.8,9.0,6
0.08,0.0,98,-0.09,0.0,takeoff,25.0,4795,495,60.8,9.0,6
0.14,0.5,98,0.89,0.0,climb,24.83,4795,496,60.8,9.0,6
0.06,0.0,98,-6.25,0.0,takeoff,23.74,4795,497,60.8,9.0,6
0.0,0.0,98,-10.1,0.0,climb,14.88,4795,498,60.8,9.0,6
4.26,5.04,98,-109.73,0.0,takeoff,28.08,4795,499,60.8,9.0,6
0.5,2.0,98,86.91,0.0,climb,42.41,4795,500,60.8,9.0,6
0.0,0.0,98,3.13,0.0,takeoff,44.29,4795,501,60.8,9.0,6
0.38,1.5,98,27.62,0.0,climb,38.21,4795,502,60.8,9.0,6
0.0,0.0,98,0.14,0.0,takeoff,22.17,4795,503,60.8,9.0,6
0.44,1.0,98,-10.64,0.0,climb,21.42,4795,504,60.8,9.0,6
4.08,5.21,98,-99.71,0.0,takeoff,27.08,4795,505,60.8,9.0,6
0.44,1.5,98,82.09,0.0,climb,44.49,4795,506,60.8,9.0,6
0.0,0.0,98,3.44,0.0,takeoff,44.91,4795,507,60.8,9.0,6
0.08,0.5,98,15.71,0.0,climb,45.17,4795,508,60.8,9.0,6
0.18,0.88,98,21.48,0.0,takeoff,45.12,4795,509,60.8,9.0,6
0.88,2.0,98,-30.34,0.0,climb,21.36,4795,510,60.8,9.0,6
3.34,4.0,98,-124.99,0.0,takeoff,28.2,4795,511,60.8,9.0,6
0.42,1.5,98,75.9,0.0,climb,44.61,4795,512,60.8,9.0,6
0.38,1.04,98,56.78,0.0,takeoff,46.22,4795,513,60.8,9.0,6
0.44,2.0,98,22.91,0.0,climb,32.95,4795,514,60.8,9.0,6
0.08,0.0,98,-1.36,0.0,takeoff,23.57,4795,515,60.8,9.0,6
2.22,2.0,98,-175.77,0.0,climb,7.56,4795,516,60.8,9.0,6
2.26,3.0,98,-7.67,0.0,takeoff,22.85,4795,517,60.8,9.0,6
0.08,0.92,98,20.8,0.0,climb,45.22,4795,518,60.8,9.0,6
0.3,1.0,98,54.63,0.0,takeoff,44.72,4795,519,60.8,9.0,6
0.02,0.0,98,5.22,0.0,climb,44.19,4795,520,60.8,9.0,6
0.5,2.0,98,83.02,0.0,takeoff,46.21,4795,521,60.8,9.0,6
0.28,1.0,98,11.66,0.0,climb,32.29,4795,522,60.8,9.0,6
0.18,0.88,98,-7.93,0.0,takeoff,24.67,4795,523,60.8,9.0,6
0.18,0.0,98,5.09,0.0,climb,17.81,4795,524,60.8,9.0,6
0.0,0.0,98,-1.31,0.0,takeoff,8.46,4795,525,60.8,9.0,6
1.36,0.5,98,-201.78,0.0,climb,0.55,4795,526,60.8,9.0,6
3.34,1.0,98,-103.09,0.0,takeoff,3.6,4795,527,62.6,7.0,6
13.02,7.5,98,147.04,0.0,takeoff,12.98,4792,528,64.4,5.0,0
0.0,0.0,98,0.54,0.0,climb,47.89,4792,529,64.4,5.0,0
0.24,1.0,98,44.11,0.0,takeoff,49.21,4792,530,64.4,5.0,0
0.18,0.55,98,26.06,0.0,climb,46.12,4792,531,64.4,5.0,0
0.44,1.5,98,80.71,0.0,takeoff,47.09,4792,532,64.4,5.0,0
0.06,0.29,98,14.72,0.0,climb,46.88,4792,533,64.4,5.0,0
0.24,0.62,98,46.1,0.0,takeoff,47.38,4792,534,64.4,5.0,0
7.38,17.5,98,315.07,3.67,climb,32.38,4792,535,64.4,5.0,0
0.1,0.5,98,-0.39,43.4,cruise,18.58,4792,536,64.4,5.0,0
0.08,0.0,98,7.84,65.83,climb,2.3,4792,537,64.4,5.0,0
0.14,0.0,98,2.64,72.85,slow flight,0.0,4792,538,64.4,5.0,0
0.0,0.0,98,-1.61,68.78,climb,0.0,4792,539,64.4,5.0,0
0.0,0.0,98,-1.96,68.57,cruise,0.0,4792,540,64.4,5.0,0
0.1,0.0,98,-10.63,66.5,power off stall,0.06,4792,541,64.4,5.0,0
1.42,2.5,98,10.53,72.95,climb,22.33,4792,542,64.4,5.0,0
0.12,0.5,98,10.93,71.46,cruise,11.74,4792,543,64.4,5.0,0
0.0,0.0,98,-0.01,64.74,slow flight,1.89,4792,544,64.4,5.0,0
0.92,1.5,98,-22.41,72.32,climb,23.44,4792,545,64.4,5.0,0
0.02,0.0,98,0.14,81.96,cruise,23.58,4792,546,64.4,5.0,0
2.12,3.5,98,-39.22,64.98,climb,18.7,4792,547,64.4,5.0,0
1.88,0.5,98,-303.63,58.32,cruise,0.06,4792,548,64.4,5.0,0
0.5,0.0,98,-81.61,54.22,climb,0.22,4792,549,64.4,5.0,0
0.22,0.5,98,-11.84,52.74,takeoff,17.14,4792,550,64.4,5.0,0
0.04,0.0,98,-2.7,54.18,climb,13.67,4792,551,64.4,5.0,0
0.02,0.0,98,1.01,53.86,takeoff,14.97,4792,552,64.4,5.0,0
0.44,0.29,98,-16.73,50.03,climb,12.92,4792,553,64.4,5.0,0
0.06,0.0,98,-9.87,48.29,cruise,4.05,4792,554,64.4,5.0,0
0.72,1.5,98,52.5,49.03,takeoff,36.84,4792,555,64.4,5.0,0
0.26,1.0,98,8.45,60.65,climb,32.78,4792,556,64.4,5.0,0
0.1,0.0,98,3.16,64.07,takeoff,23.04,4792,557,64.4,5.0,0
1.36,2.5,98,-22.0,60.64,climb,15.5,4792,558,64.4,5.0,0
0.0,0.0,98,-1.28,58.89,takeoff,7.0,4792,559,64.4,5.0,0
0.0,0.0,98,-0.98,58.53,cruise,7.0,4792,560,64.4,5.0,0
0.0,0.0,98,-0.89,58.06,climb,7.0,4792,561,64.4,5.0,0
0.1,0.0,98,-9.21,56.72,cruise,7.0,4792,562,64.4,5.0,0
0.0,0.0,98,-1.49,55.77,climb,7.17,4792,563,64.4,5.0,0
0.28,0.46,98,-17.49,54.88,takeoff,13.69,4792,564,64.4,5.0,0
0.0,0.0,98,-0.58,55.66,climb,16.53,4792,565,64.4,5.0,0
0.0,0.0,98,-1.27,56.14,takeoff,16.36,4792,566,64.4,5.0,0
0.02,0.0,98,-0.41,56.09,climb,16.26,4792,567,64.4,5.0,0
0.0,0.0,98,0.32,55.47,takeoff,16.94,4792,568,64.4,5.0,0
0.02,0.0,98,2.05,55.19,climb,16.79,4792,569,64.4,5.0,0
0.12,0.0,98,0.48,54.08,cruise,17.0,4792,570,64.4,5.0,0
0.18,0.5,98,-5.23,52.23,climb,15.36,4792,571,64.4,5.0,0
0.52,1.0,98,17.9,52.86,takeoff,26.13,4792,572,64.4,5.0,0
0.18,0.5,98,13.3,52.37,climb,22.38,4792,573,64.4,5.0,0
0.02,0.0,98,2.77,47.22,takeoff,19.0,4792,574,64.4,5.0,0
0.0,0.0,98,0.0,45.28,climb,19.0,4792,575,64.4,5.0,0
0.54,1.0,98,10.43,68.96,takeoff,22.0,4792,576,64.4,5.0,0
0.32,1.0,98,-4.58,88.49,cruise,16.11,4792,577,64.4,5.0,0
0.06,0.0,98,-3.25,79.02,takeoff,19.07,4792,578,64.4,5.0,0
0.2,0.0,98,-5.7,75.94,climb,11.76,4792,579,64.4,5.0,0
0.02,0.0,98,-0.4,73.69,cruise,4.97,4792,580,64.4,5.0,0
0.02,0.0,98,-2.63,71.51,landing,1.36,4792,581,64.4,5.0,0
0.1,0.0,98,-2.15,68.15,takeoff,7.19,4792,582,64.4,5.0,0
0.04,0.12,98,-7.59,64.54,cruise,2.87,4792,583,64.4,5.0,0
0.02,0.0,98,-5.92,62.44,climb,3.62,4792,584,64.4,5.0,0
0.0,0.0,98,-2.38,61.66,cruise,3.31,4792,585,64.4,5.0,0
0.06,0.0,98,-7.24,61.71,takeoff,9.34,4792,586,64.4,5.0,0
0.0,0.0,98,-1.06,62.03,climb,11.14,4792,587,64.4,5.0,0
0.4,0.5,98,-10.06,58.0,takeoff,12.87,4792,588,64.4,5.0,0
0.02,0.0,98,-6.41,42.17,climb,0.03,4792,589,64.4,5.0,0
1.68,0.5,98,-229.59,46.51,takeoff,3.46,4792,590,64.4,5.0,0
0.08,0.0,98,-10.22,53.39,landing,2.13,4792,591,64.4,5.0,0
0.0,0.0,98,-1.56,53.66,takeoff,0.89,4792,592,64.4,5.0,0
0.1,0.0,98,-4.0,52.57,landing,0.07,4792,593,64.4,5.0,0
0.02,0.0,98,-0.34,49.89,takeoff,0.0,4792,594,64.4,5.0,0
0.26,0.0,98,-1.18,40.57,landing,0.08,4792,595,64.4,5.0,0
0.0,0.0,98,-0.06,32.87,takeoff,0.0,4792,596,64.4,5.0,0
0.08,0.0,98,-0.86,29.73,landing,0.0,4792,597,64.4,5.0,0
6.0,1.0,98,-3.48,7.6,takeoff,2.49,4792,598,64.4,6.0,2
9.8,5.5,97,107.87,0.0,takeoff,20.12,4790,599,51.8,6.0,2
0.06,0.5,97,7.82,0.0,climb,45.79,4790,600,51.8,6.0,2
0.24,1.0,97,43.67,0.0,takeoff,47.17,4790,601,51.8,6.0,2
0.26,1.0,97,61.79,0.0,climb,47.26,4790,602,51.8,6.0,2
0.0,0.0,97,3.63,0.0,takeoff,48.58,4790,603,51.8,6.0,2
0.04,0.0,97,12.23,0.0,climb,48.64,4790,604,51.8,6.0,2
0.0,0.0,97,4.15,0.0,takeoff,48.92,4790,605,51.8,6.0,2
0.02,0.29,97,7.7,0.0,climb,49.15,4790,606,51.8,6.0,2
0.0,0.0,97,3.99,0.0,takeoff,49.21,4790,607,51.8,6.0,2
0.14,0.5,97,27.34,0.0,climb,47.65,4790,608,51.8,6.0,2
0.0,0.0,97,3.2,0.0,takeoff,48.0,4790,609,51.8,6.0,2
0.52,2.0,97,85.31,0.0,climb,46.71,4790,610,51.8,6.0,2
0.46,2.0,97,70.0,0.0,takeoff,46.41,4790,611,51.8,6.0,2
11.74,25.5,97,278.89,0.0,climb,25.51,4790,612,51.8,6.0,2
0.06,0.0,97,-5.92,0.0,slow flight,0.33,4790,613,51.8,6.0,2
4.54,7.0,97,-195.99,0.0,climb,19.72,4790,614,51.8,6.0,2
0.3,0.0,97,-36.03,0.0,takeoff,10.02,4790,615,51.8,6.0,2
0.02,0.0,97,-4.57,0.0,climb,10.08,4790,616,51.8,6.0,2
3.54,5.0,97,-183.83,0.0,takeoff,16.19,4790,617,51.8,6.0,2
0.0,0.0,97,0.14,0.0,climb,17.04,4790,618,51.8,6.0,2
0.12,0.0,97,1.08,0.0,takeoff,18.28,4790,619,51.8,6.0,2
0.14,0.04,97,-189.73,0.0,climb,7.58,4790,620,51.8,6.0,2
5.54,0.5,97,-105.79,0.0,takeoff,2.63,4790,621,53.6,9.0,0
13.96,7.0,97,190.28,0.0,takeoff,17.21,4785,622,46.4,9.0,2
0.0,0.0,97,3.27,0.0,climb,46.46,4785,623,46.4,9.0,2
0.0,0.0,97,4.07,0.0,takeoff,46.5,4785,624,46.4,9.0,2
0.36,1.04,97,66.34,0.0,climb,46.06,4785,625,46.4,9.0,2
0.0,0.0,97,2.91,0.0,takeoff,46.25,4785,626,46.4,9.0,2
0.04,0.0,97,9.97,0.0,climb,46.42,4785,627,46.4,9.0,2
0.0,0.0,97,4.45,0.0,takeoff,46.42,4785,628,46.4,9.0,2
0.0,0.0,97,27.6,0.0,climb,35.58,4785,629,46.4,9.0,2
0.04,0.0,97,-0.89,0.0,takeoff,24.47,4785,630,46.4,9.0,2
0.12,0.5,97,-8.65,0.0,climb,22.96,4785,631,46.4,9.0,2
0.08,0.0,97,-5.31,0.0,takeoff,22.62,4785,632,46.4,9.0,2
0.58,1.21,97,14.48,0.0,climb,22.29,4785,633,46.4,9.0,2
0.12,0.0,97,2.02,0.0,takeoff,27.31,4785,634,46.4,9.0,2
0.26,0.5,97,-9.53,0.0,climb,4.12,4785,635,46.4,9.0,2
3.04,2.5,97,-187.93,0.0,takeoff,45.03,4785,636,46.4,9.0,2
0.32,1.0,97,50.01,0.0,climb,43.25,4785,637,46.4,9.0,2
1.56,4.79,97,112.6,0.0,takeoff,36.46,4785,638,46.4,9.0,2
0.16,0.5,97,10.69,0.0,climb,19.49,4785,639,46.4,9.0,2
0.02,0.0,97,-0.79,0.0,takeoff,25.5,4785,640,46.4,9.0,2
0.16,0.5,97,-1.74,0.0,climb,24.0,4785,641,46.4,9.0,2
0.48,1.0,97,8.8,0.0,takeoff,30.63,4785,642,46.4,9.0,2
0.4,0.5,97,-44.89,0.0,climb,5.81,4785,643,46.4,9.0,2
4.0,7.5,97,14.91,0.0,takeoff,39.62,4785,644,46.4,9.0,2
0.0,0.0,97,-0.8,0.0,climb,12.13,4785,645,46.4,9.0,2
0.28,0.5,97,16.01,0.0,takeoff,22.79,4785,646,46.4,9.0,2
0.34,0.5,97,21.5,0.0,climb,26.57,4785,647,46.4,9.0,2
0.34,1.0,97,12.44,0.0,takeoff,30.65,4785,648,46.4,9.0,2
0.18,0.29,97,-5.8,0.0,climb,7.27,4785,649,46.4,9.0,2
4.06,5.5,97,-57.88,0.0,takeoff,47.11,4785,650,46.4,9.0,2
0.08,0.82,97,10.47,0.0,climb,45.76,4785,651,46.4,9.0,2
0.0,0.0,97,1.7,0.0,takeoff,46.33,4785,652,46.4,9.0,2
0.02,0.0,97,4.94,0.0,climb,46.73,4785,653,46.4,9.0,2
0.08,0.0,97,13.72,0.0,takeoff,46.36,4785,654,46.4,9.0,2
0.0,0.0,97,2.61,0.0,climb,45.79,4785,655,46.4,9.0,2
0.06,0.5,97,16.84,0.0,takeoff,47.05,4785,656,46.4,9.0,2
0.28,1.0,97,-1.57,0.0,climb,35.12,4785,657,46.4,9.0,2
0.48,1.0,97,-14.61,0.0,takeoff,23.9,4785,658,46.4,9.0,2
0.5,1.0,97,-8.49,0.0,climb,17.15,4785,659,46.4,9.0,2
0.3,1.0,97,5.56,0.0,takeoff,23.82,4785,660,46.4,9.0,2
1.1,0.5,97,-141.44,0.0,climb,0.34,4785,661,46.4,9.0,2
2.7,4.54,97,74.96,0.0,takeoff,27.75,4785,662,46.4,9.0,2
0.54,2.21,97,83.81,0.0,climb,45.57,4785,663,46.4,9.0,2
0.06,0.0,97,3.85,0.0,takeoff,44.35,4785,664,46.4,9.0,2
0.02,0.0,97,3.14,0.0,climb,42.96,4785,665,46.4,9.0,2
0.08,0.46,97,6.46,0.0,takeoff,42.67,4785,666,46.4,9.0,2
0.18,0.5,97,7.65,0.0,climb,31.08,4785,667,46.4,9.0,2
0.0,0.0,97,-0.45,0.0,takeoff,22.67,4785,668,46.4,9.0,2
0.62,1.5,97,-33.45,0.0,climb,12.73,4785,669,46.4,9.0,2
0.1,0.5,97,-8.44,0.0,takeoff,6.12,4785,670,46.4,9.0,2
0.12,0.0,97,-18.98,0.0,climb,0.27,4785,671,46.4,9.0,2
