time_delta,soc_delta,soh,average_altitude,ground_speed,activity,average_power,id,unique_data_identifier,temperature,visibility,wind_speed
0.74,3.0,90,164.26,73.0,climb,45.17,4925,1434,51.8,9.0,7
0.82,2.0,90,-2.19,96.13,cruise,25.87,4925,1435,51.8,9.0,7
0.26,1.0,90,-10.48,84.0,descent,0.0,4925,1436,51.8,9.0,7
2.26,0.0,90,-304.89,51.05,landing,0.14,4925,1437,51.8,9.0,7
3.84,1.0,90,-0.54,6.84,post-flight,2.08,4925,1438,51.8,9.0,7
14.92,3.0,92,140.02,49.41,takeoff,50.78,4927,1439,53.6,9.0,6
1.44,6.0,92,338.53,74.91,climb,48.46,4927,1440,53.6,9.0,6
1.62,4.0,92,35.13,88.54,cruise,27.04,4927,1441,53.6,9.0,6
0.6,2.0,92,82.95,80.06,climb,49.0,4927,1442,53.6,9.0,6
4.4,8.12,92,-289.5,86.77,cruise,20.48,4927,1443,53.6,9.0,6
2.1,0.62,92,-282.07,69.18,landing,2.95,4927,1444,53.6,9.0,6
0.5,1.0,92,111.25,67.45,takeoff,44.3,4927,1445,53.6,9.0,6
1.68,6.0,92,364.81,67.8,climb,43.81,4927,1446,53.6,9.0,6
7.54,15.82,92,-188.6,96.28,cruise,23.11,4927,1447,53.6,9.0,6
0.0,0.0,92,-0.47,86.24,descent,1.88,4927,1448,53.6,9.0,6
0.44,1.0,92,-36.95,67.45,landing,1.19,4927,1449,53.6,9.0,6
0.0,0.0,92,1.75,68.25,cruise,6.21,4927,1450,53.6,9.0,6
0.04,0.0,92,-7.42,69.57,landing,6.38,4927,1451,53.6,9.0,6
0.14,0.0,92,3.79,73.95,cruise,20.78,4927,1452,53.6,9.0,6
0.0,0.0,92,1.26,76.47,climb,21.92,4927,1453,53.6,9.0,6
0.0,0.0,92,-0.16,76.82,cruise,7.62,4927,1454,53.6,9.0,6
0.02,0.0,92,-0.68,74.89,landing,5.46,4927,1455,53.6,9.0,6
0.06,0.0,92,2.8,70.58,cruise,20.32,4927,1456,53.6,9.0,6
0.56,1.0,92,26.38,58.99,climb,31.24,4927,1457,53.6,9.0,6
0.26,1.0,92,-5.7,68.05,cruise,19.07,4927,1458,53.6,9.0,6
2.66,1.0,92,-300.55,56.9,landing,2.1,4927,1459,55.4,9.0,6
0.84,3.0,92,166.17,64.0,takeoff,53.52,4929,1460,51.8,5.0,2
2.28,8.12,92,377.95,84.76,climb,43.18,4929,1461,51.8,5.0,2
17.78,28.0,92,-66.94,78.1,cruise,18.17,4929,1462,51.8,5.0,2
1.48,1.0,92,-178.37,88.07,descent,7.04,4929,1463,51.8,5.0,2
4.48,1.0,92,-257.91,34.66,landing,1.77,4929,1464,53.6,7.0,4
9.16,4.0,90,129.39,50.57,takeoff,55.95,4936,1465,73.4,9.0,4
1.26,4.5,90,199.62,79.77,climb,41.9,4936,1466,73.4,9.0,4
0.82,2.5,90,91.01,85.57,cruise,36.81,4936,1467,73.4,9.0,4
0.0,0.0,90,1.97,80.75,climb,38.62,4936,1468,73.4,9.0,4
21.38,38.0,90,21.64,82.5,cruise,20.52,4936,1469,73.4,9.0,4
0.7,0.5,90,-89.59,78.81,descent,0.35,4936,1470,73.4,9.0,4
0.9,1.0,90,-26.69,71.48,cruise,13.01,4936,1471,73.4,9.0,4
7.24,1.0,90,-326.64,44.62,landing,0.03,4936,1472,75.2,6.0,6
12.46,5.0,89,130.44,57.92,takeoff,53.96,4938,1473,62.6,2.5,4
1.62,5.5,89,294.9,80.41,climb,41.78,4938,1474,62.6,2.5,4
0.06,0.5,89,10.5,80.01,cruise,40.42,4938,1475,62.6,2.5,4
0.06,0.0,89,12.1,79.27,climb,40.43,4938,1476,62.6,2.5,4
0.06,0.5,89,5.52,79.37,cruise,40.69,4938,1477,62.6,2.5,4
0.0,0.0,89,0.68,79.88,climb,40.96,4938,1478,62.6,2.5,4
0.0,0.0,89,1.56,80.52,cruise,41.27,4938,1479,62.6,2.5,4
0.0,0.0,89,1.73,80.97,climb,41.62,4938,1480,62.6,2.5,4
18.26,40.0,89,-27.25,89.82,cruise,25.31,4938,1481,62.6,2.5,4
0.58,0.5,89,-89.14,93.76,descent,0.14,4938,1482,62.6,2.5,4
0.12,0.0,89,-17.78,79.97,landing,0.2,4938,1483,62.6,2.5,4
1.18,2.0,89,33.93,75.04,cruise,20.14,4938,1484,62.6,2.5,4
7.42,1.5,89,-357.08,48.02,landing,0.18,4938,1485,71.6,9.0,3
1.08,3.0,90,115.08,57.25,takeoff,48.52,4940,1486,75.2,9.0,3
4.88,16.62,90,698.39,79.56,climb,41.3,4940,1487,75.2,9.0,3
2.58,4.62,90,-63.28,80.34,cruise,19.38,4940,1488,75.2,9.0,3
0.48,0.5,90,-63.76,65.09,power off stall,1.42,4940,1489,75.2,9.0,3
0.98,2.0,90,37.45,77.56,cruise,33.08,4940,1490,75.2,9.0,3
1.38,3.0,90,-30.74,76.47,steep turns,20.42,4940,1491,75.2,9.0,3
3.68,6.0,90,10.67,57.82,cruise,18.53,4940,1492,75.2,9.0,3
3.18,6.0,90,-17.89,56.24,steep turns,20.45,4940,1493,75.2,9.0,3
2.58,4.0,90,-42.86,85.54,cruise,18.17,4940,1494,75.2,9.0,3
1.18,1.5,90,-124.33,94.6,descent,16.36,4940,1495,75.2,9.0,3
2.76,4.5,90,-101.91,90.3,cruise,16.89,4940,1496,75.2,9.0,3
2.38,0.0,90,-330.5,71.56,descent,0.03,4940,1497,75.2,9.0,3
2.18,0.0,90,-81.81,23.54,landing,0.36,4940,1498,75.2,9.0,4
0.04,0.96,90,-170.22,1.16,climb,62.86,4975,1499,42.8,9.0,10
0.52,2.0,90,112.0,46.83,takeoff,57.19,4975,1500,42.8,9.0,10
2.18,8.5,90,518.23,79.12,climb,46.52,4975,1501,42.8,9.0,10
2.68,7.0,90,104.8,102.32,cruise,26.2,4975,1502,42.8,9.0,10
0.02,0.0,90,-0.12,95.65,slow flight,0.1,4975,1503,42.8,9.0,10
0.42,0.0,90,-19.47,81.95,power off stall,0.2,4975,1504,42.8,9.0,10
0.0,0.0,90,-5.58,71.57,slow flight,13.61,4975,1505,42.8,9.0,10
2.5,5.0,90,-10.85,69.53,cruise,24.59,4975,1506,42.8,9.0,10
0.0,0.0,90,0.01,23.65,climb,26.17,4975,1507,42.8,9.0,10
0.2,1.0,90,-1.0,35.65,cruise,23.19,4975,1508,42.8,9.0,10
0.06,0.0,90,18.2,33.41,climb,28.88,4975,1509,42.8,9.0,10
0.3,1.0,90,39.16,69.81,cruise,25.48,4975,1510,42.8,9.0,10
0.56,0.0,90,41.11,50.44,slow flight,7.07,4975,1511,42.8,9.0,10
0.08,1.0,90,2.7,44.55,climb,39.75,4975,1512,42.8,9.0,10
0.36,1.0,90,25.72,57.97,steep turns,25.76,4975,1513,42.8,9.0,10
0.16,0.0,90,1.83,70.89,slow flight,19.14,4975,1514,42.8,9.0,10
0.76,1.0,90,-10.42,93.17,cruise,17.71,4975,1515,42.8,9.0,10
0.04,0.0,90,6.3,85.24,slow flight,2.81,4975,1516,42.8,9.0,10
0.56,1.0,90,-35.9,64.07,power off stall,0.18,4975,1517,42.8,9.0,10
0.0,0.0,90,-5.06,52.12,slow flight,17.12,4975,1518,42.8,9.0,10
0.08,0.0,90,-18.4,56.07,steep turns,27.12,4975,1519,42.8,9.0,10
0.56,1.0,90,-19.31,71.75,cruise,18.48,4975,1520,42.8,9.0,10
0.72,0.0,90,22.95,51.99,slow flight,10.26,4975,1521,42.8,9.0,10
0.16,1.0,90,-28.32,55.12,steep turns,21.85,4975,1522,42.8,9.0,10
0.36,0.0,90,-1.43,59.49,slow flight,14.04,4975,1523,42.8,9.0,10
0.34,1.0,90,-0.75,84.96,cruise,17.93,4975,1524,42.8,9.0,10
0.46,0.0,90,4.2,53.36,slow flight,8.16,4975,1525,42.8,9.0,10
0.12,0.0,90,-5.69,51.91,steep turns,31.93,4975,1526,42.8,9.0,10
0.06,0.71,90,-1.13,61.15,cruise,25.46,4975,1527,42.8,9.0,10
0.38,0.0,90,-27.49,52.3,slow flight,0.29,4975,1528,42.8,9.0,10
0.14,0.0,90,-0.94,35.11,power off stall,0.47,4975,1529,42.8,9.0,10
0.0,0.0,90,-1.48,32.93,slow flight,16.46,4975,1530,42.8,9.0,10
0.0,0.0,90,-32.52,36.19,steep turns,27.92,4975,1531,42.8,9.0,10
0.12,0.0,90,10.01,42.9,climb,31.53,4975,1532,42.8,9.0,10
0.08,0.0,90,-3.97,49.02,steep turns,18.4,4975,1533,42.8,9.0,10
1.34,3.0,90,15.61,54.94,cruise,18.51,4975,1534,42.8,9.0,10
0.0,0.0,90,0.74,60.22,steep turns,10.79,4975,1535,42.8,9.0,10
0.98,0.0,90,-130.9,56.54,slow flight,2.58,4975,1536,42.8,9.0,10
5.08,5.0,90,-340.75,57.36,cruise,10.27,4975,1537,42.8,9.0,10
2.52,1.0,90,-223.58,47.66,landing,3.9,4975,1538,42.8,9.0,10
0.56,2.0,90,128.18,55.53,takeoff,52.35,4975,1539,42.8,9.0,10
0.84,3.42,90,188.72,62.15,climb,42.07,4975,1540,42.8,9.0,10
0.58,1.5,90,-3.77,85.61,cruise,19.01,4975,1541,42.8,9.0,10
1.0,1.0,90,-54.52,92.27,descent,9.3,4975,1542,42.8,9.0,10
2.16,1.0,90,-258.14,57.57,landing,1.73,4975,1543,42.8,9.0,10
0.58,1.88,90,128.95,55.59,takeoff,52.03,4975,1544,42.8,9.0,10
0.84,3.32,90,177.83,64.22,climb,43.9,4975,1545,42.8,9.0,10
0.0,0.0,90,-1.44,82.25,cruise,20.17,4975,1546,42.8,9.0,10
1.76,3.0,90,-74.74,89.84,descent,11.76,4975,1547,42.8,9.0,10
2.66,0.5,90,-232.88,47.12,landing,1.13,4975,1548,42.8,9.0,11
14.2,3.5,85,145.84,31.86,takeoff,62.06,4976,1549,44.6,9.0,5
0.82,4.38,85,177.1,55.31,climb,56.28,4976,1550,44.6,9.0,5
0.08,0.5,85,12.24,63.58,cruise,2.27,4976,1551,44.6,9.0,5
0.48,0.5,85,-88.87,71.25,landing,0.1,4976,1552,44.6,9.0,5
0.12,0.0,85,-8.28,53.28,cruise,6.38,4976,1553,44.6,9.0,5
0.04,0.0,85,-8.23,77.88,landing,3.76,4976,1554,44.6,9.0,5
0.14,0.5,85,-26.86,89.56,cruise,12.62,4976,1555,44.6,9.0,5
0.02,0.0,85,0.57,92.34,landing,12.29,4976,1556,44.6,9.0,5
0.08,0.0,85,-7.93,93.54,cruise,13.66,4976,1557,44.6,9.0,5
0.02,0.0,85,-1.96,93.01,landing,13.69,4976,1558,44.6,9.0,5
0.16,0.0,85,13.42,90.43,cruise,23.93,4976,1559,44.6,9.0,5
0.02,0.0,85,0.51,87.67,climb,28.83,4976,1560,44.6,9.0,5
0.64,1.5,85,-10.42,91.01,cruise,22.47,4976,1561,44.6,9.0,5
1.88,1.0,85,-157.68,62.3,landing,3.28,4976,1562,44.6,9.0,5
0.46,2.0,85,124.63,61.2,takeoff,64.53,4976,1563,44.6,9.0,5
0.9,4.0,85,188.66,65.78,climb,54.17,4976,1564,44.6,9.0,5
0.42,1.54,85,-27.53,75.2,cruise,11.48,4976,1565,44.6,9.0,5
0.06,0.0,85,-13.92,80.94,landing,1.06,4976,1566,44.6,9.0,5
1.04,1.0,85,-80.04,95.59,cruise,16.26,4976,1567,44.6,9.0,5
0.0,0.0,85,-0.93,101.53,landing,15.0,4976,1568,44.6,9.0,5
0.06,0.0,85,-0.78,101.08,cruise,16.03,4976,1569,44.6,9.0,5
1.78,1.0,85,-165.96,70.44,landing,5.32,4976,1570,44.6,9.0,5
0.0,0.0,85,-1.97,49.95,takeoff,16.04,4976,1571,44.6,9.0,5
0.62,0.5,85,-22.84,47.02,landing,4.72,4976,1572,44.6,9.0,5
0.6,2.0,85,129.58,52.5,takeoff,60.14,4976,1573,44.6,9.0,5
0.0,0.0,85,2.73,62.59,climb,54.92,4976,1574,44.6,9.0,5
0.02,0.0,85,5.52,64.3,takeoff,55.81,4976,1575,44.6,9.0,5
0.66,3.58,85,100.83,71.68,climb,50.13,4976,1576,44.6,9.0,5
0.0,0.0,85,-0.14,85.98,cruise,30.17,4976,1577,44.6,9.0,5
0.06,0.0,85,-4.04,88.4,climb,35.6,4976,1578,44.6,9.0,5
0.24,1.0,85,-10.88,94.18,cruise,28.52,4976,1579,44.6,9.0,5
0.02,0.0,85,-2.73,97.79,climb,31.5,4976,1580,44.6,9.0,5
0.04,0.0,85,-8.62,98.96,cruise,16.17,4976,1581,44.6,9.0,5
0.08,0.0,85,-14.4,100.43,landing,12.98,4976,1582,44.6,9.0,5
1.32,3.0,85,10.65,98.12,cruise,22.44,4976,1583,44.6,9.0,5
2.32,1.0,85,-207.99,63.3,landing,3.73,4976,1584,44.6,9.0,5
0.52,2.0,85,131.77,53.26,takeoff,62.08,4976,1585,44.6,9.0,5
0.58,3.0,85,102.62,55.24,climb,44.12,4976,1586,44.6,9.0,5
0.78,2.0,85,-20.24,72.68,cruise,18.26,4976,1587,44.6,9.0,5
0.32,0.0,85,-28.83,95.03,landing,15.93,4976,1588,44.6,9.0,5
0.28,0.62,85,7.88,95.95,cruise,21.88,4976,1589,44.6,9.0,5
2.04,1.0,85,-192.95,63.18,landing,3.23,4976,1590,44.6,9.0,5
0.44,1.0,85,101.09,47.67,takeoff,57.82,4976,1591,44.6,9.0,5
0.0,0.0,85,3.54,49.3,climb,46.92,4976,1592,44.6,9.0,5
0.08,0.5,85,18.07,50.65,takeoff,52.05,4976,1593,44.6,9.0,5
0.62,3.0,85,90.15,62.53,climb,55.2,4976,1594,44.6,9.0,5
0.06,0.5,85,1.2,87.19,cruise,20.53,4976,1595,44.6,9.0,5
0.2,0.5,85,11.41,86.42,landing,11.31,4976,1596,44.6,9.0,5
0.18,0.5,85,-5.65,84.32,cruise,19.92,4976,1597,44.6,9.0,5
2.56,1.71,85,-220.82,68.99,landing,6.07,4976,1598,44.6,9.0,5
0.52,1.38,85,120.38,50.69,takeoff,57.72,4976,1599,44.6,9.0,5
0.58,2.54,85,109.45,58.99,climb,48.07,4976,1600,44.6,9.0,5
0.14,0.96,85,-1.6,59.87,cruise,20.06,4976,1601,44.6,9.0,5
0.0,0.0,85,0.87,67.21,climb,24.17,4976,1602,44.6,9.0,5
0.26,0.5,85,-5.61,75.87,cruise,20.16,4976,1603,44.6,9.0,5
0.12,0.46,85,-10.67,79.15,landing,15.43,4976,1604,44.6,9.0,5
0.06,0.0,85,-2.13,80.44,cruise,20.2,4976,1605,44.6,9.0,5
0.0,0.0,85,-1.01,86.73,landing,19.96,4976,1606,44.6,9.0,5
0.0,0.0,85,-1.96,86.98,cruise,20.0,4976,1607,44.6,9.0,5
0.22,0.5,85,-5.72,96.05,landing,21.94,4976,1608,44.6,9.0,5
0.02,0.12,85,-2.86,97.98,cruise,23.85,4976,1609,44.6,9.0,5
0.04,0.0,85,-6.27,99.38,descent,24.24,4976,1610,44.6,9.0,5
0.0,0.0,85,-2.34,101.22,cruise,25.0,4976,1611,44.6,9.0,5
4.2,2.0,85,-196.53,60.64,landing,4.39,4976,1612,44.6,9.0,7
15.08,3.0,86,312.79,4.98,pre-flight,2.41,4978,1613,50.0,9.0,8
2.88,11.5,86,559.42,65.74,takeoff,49.09,4978,1614,50.0,9.0,8
0.08,0.0,86,20.64,65.25,climb,46.12,4978,1615,50.0,9.0,8
5.98,13.12,86,87.91,66.8,cruise,24.7,4978,1616,50.0,9.0,8
2.88,5.88,86,11.85,62.38,HASEL,23.6,4978,1617,50.0,9.0,8
0.08,0.5,86,0.13,62.25,cruise,13.12,4978,1618,50.0,9.0,8
3.88,3.0,86,-307.74,59.53,slow flight,8.98,4978,1619,50.0,9.0,8
0.08,0.0,86,2.74,57.0,climb,31.18,4978,1620,50.0,9.0,8
2.98,6.0,86,-53.05,72.1,cruise,22.1,4978,1621,50.0,9.0,8
1.86,5.0,86,126.33,64.6,climb,29.5,4978,1622,50.0,9.0,8
3.08,6.0,86,-56.0,71.74,cruise,21.71,4978,1623,50.0,9.0,8
1.08,2.0,86,-71.52,93.18,descent,16.35,4978,1624,50.0,9.0,8
2.22,4.0,86,-10.8,92.49,cruise,21.77,4978,1625,50.0,9.0,8
0.0,0.0,86,0.04,94.97,descent,20.0,4978,1626,50.0,9.0,8
3.52,1.5,86,-311.67,51.52,landing,1.64,4978,1627,50.0,9.0,8
4.62,0.5,86,-3.22,8.87,post-flight,1.76,4978,1628,51.8,9.0,10
10.12,4.0,88,117.37,33.99,takeoff,59.01,4981,1629,51.8,9.0,7
1.86,7.5,88,345.06,68.67,climb,46.35,4981,1630,51.8,9.0,7
5.56,10.0,88,-20.62,69.66,cruise,21.36,4981,1631,51.8,9.0,7
1.94,7.0,88,323.11,66.26,climb,44.5,4981,1632,51.8,9.0,7
0.72,1.71,88,-1.72,88.95,cruise,19.46,4981,1633,51.8,9.0,7
0.08,0.0,88,-7.59,83.15,slow flight,0.0,4981,1634,51.8,9.0,7
0.14,0.58,88,-32.54,90.21,power off stall,0.0,4981,1635,51.8,9.0,7
0.02,0.0,88,-12.74,87.32,slow flight,0.0,4981,1636,51.8,9.0,7
10.56,17.0,88,-176.77,86.18,cruise,19.17,4981,1637,51.8,9.0,7
2.26,1.0,88,-294.91,67.28,descent,0.3,4981,1638,51.8,9.0,7
1.2,0.0,88,-187.21,46.59,landing,0.59,4981,1639,51.8,9.0,7
0.0,0.0,88,-1.91,44.26,climb,21.38,4981,1640,51.8,9.0,7
0.08,0.0,88,-7.98,46.64,takeoff,24.2,4981,1641,51.8,9.0,7
0.76,1.0,88,-41.21,44.05,landing,3.47,4981,1642,53.6,9.0,10
7.5,2.83,86,111.03,38.69,takeoff,57.26,4990,1643,55.4,9.0,4
1.8,6.0,86,370.78,68.05,climb,42.86,4990,1644,55.4,9.0,4
4.2,6.67,86,-25.16,83.12,cruise,17.23,4990,1645,55.4,9.0,4
1.34,4.5,86,326.9,74.9,climb,48.0,4990,1646,55.4,9.0,4
4.24,7.79,86,-24.78,82.6,cruise,18.37,4990,1647,55.4,9.0,4
0.1,0.0,86,5.65,74.57,slow flight,2.33,4990,1648,55.4,9.0,4
0.02,0.0,86,-1.87,73.13,power off stall,1.19,4990,1649,55.4,9.0,4
0.06,0.0,86,-7.98,72.3,slow flight,6.67,4990,1650,55.4,9.0,4
0.12,0.0,86,0.63,72.04,cruise,12.61,4990,1651,55.4,9.0,4
0.02,0.0,86,-6.3,77.1,slow flight,7.44,4990,1652,55.4,9.0,4
0.1,0.0,86,1.63,74.19,cruise,9.39,4990,1653,55.4,9.0,4
0.0,0.0,86,-0.55,72.73,slow flight,11.5,4990,1654,55.4,9.0,4
6.14,9.0,86,-266.32,75.4,cruise,15.99,4990,1655,55.4,9.0,4
0.0,0.0,86,-1.16,74.36,descent,0.0,4990,1656,55.4,9.0,4
1.02,0.0,86,-212.96,71.75,cruise,0.0,4990,1657,55.4,9.0,4
2.08,0.5,86,-270.29,53.35,landing,0.01,4990,1658,55.4,9.0,6
10.54,3.0,86,108.97,45.66,takeoff,56.33,4992,1659,59.0,9.0,5
1.8,7.5,86,349.28,61.78,climb,48.39,4992,1660,59.0,9.0,5
5.52,10.0,86,-4.71,78.13,cruise,19.83,4992,1661,59.0,9.0,5
1.5,5.04,86,283.62,77.98,climb,45.96,4992,1662,59.0,9.0,5
9.56,17.5,86,-305.37,82.96,cruise,19.71,4992,1663,59.0,9.0,5
0.0,0.0,86,-3.6,83.61,descent,2.75,4992,1664,59.0,9.0,5
0.06,0.0,86,-9.2,82.86,cruise,2.58,4992,1665,59.0,9.0,5
0.2,0.0,86,19.87,79.7,descent,1.16,4992,1666,59.0,9.0,5
1.34,1.0,86,-173.22,67.27,cruise,3.61,4992,1667,59.0,9.0,5
2.32,0.0,86,-270.33,54.26,landing,1.68,4992,1668,59.0,9.0,10
6.1,3.0,84,99.79,0.0,takeoff,61.62,5037,1669,44.6,9.0,2
2.12,8.0,84,-101.73,0.0,climb,46.3,5037,1670,44.6,9.0,2
0.46,1.5,84,105.56,0.0,takeoff,58.18,5037,1671,44.6,9.0,2
1.3,5.5,84,-105.51,0.0,climb,45.08,5037,1672,44.6,9.0,2
0.56,1.79,84,115.51,0.0,takeoff,58.09,5037,1673,44.6,9.0,2
1.16,5.38,84,-114.65,0.0,climb,48.05,5037,1674,44.6,9.0,2
0.46,1.5,84,124.03,0.0,takeoff,63.06,5037,1675,44.6,9.0,2
2.4,8.5,84,-123.78,0.0,climb,38.82,5037,1676,44.6,9.0,2
0.54,1.96,84,113.81,0.0,takeoff,53.01,5037,1677,44.6,9.0,2
3.8,12.0,84,-104.16,0.0,climb,30.39,5037,1678,44.6,9.0,2
0.24,0.0,84,-11.62,0.0,landing,0.19,5037,1679,44.6,9.0,5
10.1,3.96,88,115.77,30.3,takeoff,62.02,5039,1680,53.6,9.0,10
1.12,4.0,88,200.97,56.55,climb,47.0,5039,1681,53.6,9.0,10
0.78,2.0,88,-23.01,82.68,cruise,20.51,5039,1682,53.6,9.0,10
2.42,1.0,88,-289.44,68.06,landing,0.4,5039,1683,53.6,9.0,10
0.48,1.0,88,117.15,55.96,takeoff,62.01,5039,1684,53.6,9.0,10
1.16,5.5,88,194.66,68.0,climb,47.88,5039,1685,53.6,9.0,10
3.72,6.0,88,-95.01,90.82,cruise,17.09,5039,1686,53.6,9.0,10
2.1,1.0,88,-218.3,56.44,landing,3.54,5039,1687,53.6,9.0,10
0.62,2.46,88,133.21,59.77,takeoff,59.98,5039,1688,53.6,9.0,10
0.94,4.5,88,174.55,70.1,climb,49.07,5039,1689,53.6,9.0,10
4.98,9.0,88,-118.65,86.24,cruise,18.86,5039,1690,53.6,9.0,10
0.06,0.0,88,-13.56,63.29,landing,12.77,5039,1691,53.6,9.0,10
0.18,0.0,88,-8.93,63.17,cruise,16.64,5039,1692,53.6,9.0,10
0.0,0.0,88,-0.74,64.93,landing,15.92,5039,1693,53.6,9.0,10
0.0,0.0,88,-1.49,65.98,cruise,15.67,5039,1694,53.6,9.0,10
1.84,1.5,88,-163.62,62.66,landing,4.89,5039,1695,53.6,9.0,10
0.8,3.5,88,158.59,65.47,takeoff,58.05,5039,1696,53.6,9.0,10
0.78,3.0,88,166.17,72.2,climb,47.07,5039,1697,53.6,9.0,10
0.96,3.0,88,-45.48,97.07,cruise,18.79,5039,1698,53.6,9.0,10
2.42,0.0,88,-278.79,73.63,landing,0.66,5039,1699,53.6,9.0,10
0.76,3.0,88,146.36,57.77,takeoff,53.83,5039,1700,53.6,9.0,10
0.8,4.0,88,172.09,69.83,climb,49.05,5039,1701,53.6,9.0,10
0.44,1.0,88,-16.66,82.38,cruise,23.66,5039,1702,53.6,9.0,10
3.42,6.0,88,-47.17,90.0,descent,15.3,5039,1703,53.6,9.0,10
0.98,1.0,88,-58.61,70.38,cruise,17.39,5039,1704,53.6,9.0,10
3.18,3.0,88,-199.41,63.43,landing,7.37,5039,1705,57.2,9.0,11
11.48,4.0,90,101.96,0.0,takeoff,60.39,5064,1706,60.8,9.0,7
14.68,35.5,90,-121.83,0.0,climb,28.06,5064,1707,60.8,9.0,7
0.66,2.25,90,137.77,0.0,takeoff,57.68,5064,1708,60.8,9.0,7
1.66,6.0,90,-141.07,0.0,climb,41.69,5064,1709,60.8,9.0,7
0.64,2.0,90,133.73,0.0,takeoff,56.68,5064,1710,60.8,9.0,7
1.8,7.0,90,-113.82,0.0,climb,37.71,5064,1711,60.8,9.0,7
0.1,0.0,90,-2.28,0.0,landing,0.0,5064,1712,60.8,9.0,7
